Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin
43.21,Male,42.55,1.65,162.2,148.07,58.82,1.33,958.4,Yoga,23.95672564,2.32,3.01,2.01,15.63,3,0.02,257.57,102.59,68.1,1391,Other,Dinner,Low-Carb,43.77,2157.58,15.8,148.97,Fried,9.79,19.81,3.23,Squats,4.02,17.95,Improves posture and back strength,340.18,"Full Body, Core, Shoulders",Pull-up Bar,Beginner,Abs,Lats,Triceps dips,15.62901745,2053.54,0.5017092436,2.411045828,0.8633197911,0.9128853268,432.6,32.35641324,904.8788,6.86E+19,Medium
36.04,Male,90.32,1.65,168.65,157.92,71.13,1.38,994.43,Yoga,31.2921304,3.41,4,2.01,33.18,2.99,0.01,237.09,96.13,63.81,2405,Other,Breakfast,Low-Carb,40.09,238.97,148.12,473.91,Baked,34.27,68.41,4.19,Shoulder Press,4.01,14.99,Improves cardiovascular fitness,353.92,Shoulders,Bench or Step,Advanced,Abs,Lateral,Triceps pushdowns,33.17539027,1907.17,0.4972603386,1.064326838,0.8899712879,0.9363771124,1410.57,62.05694782,976.8192,9.47E+19,High
53.83,Male,85.32,1.95,195.24,140.02,64.26,1.17,1027.73,Cardio,23.56812797,3.4,2,1,22.44,2.01,0.01,269.83,108.57,72.06,2216,Other,Snack,Low-Carb,18.26,2399.22,280.34,254.71,Fried,50.96,88.28,1.9,Shoulder Press,4,21.01,Improves core stability and balance,357.91,"Legs, Core",Pull-up Bar,Advanced,Abs,Lower,Incline dumbbell press,22.43786982,2162.14,0.4991906167,1.272503516,0.5784089174,0.717168613,1188.27,65.21167322,837.5094,1.04E+20,High
32.88,Female,56.45,1.55,165.22,154.85,63.03,1.06,935.34,Cardio,24.7462316,1.5,3.03,1.03,23.5,3.01,0.02,304.59,122.23,81.18,1489,Other,Lunch,Balanced,3.24,358.72,150.83,197.09,Fried,57.83,89.19,1.28,Dips,4.99,17.91,Isolates and strengthens triceps,329.35,"Core, Shoulders, Legs",Dumbbells,Intermediate,Arms,Lower,Triceps pushdowns,23.49635796,2437.9,0.4997579884,2.165279008,0.8985223603,0.9372352015,553.66,42.48075226,698.222,5.26E+19,Low
54.62,Male,76.23,1.61,179.84,155.21,51.97,1.41,1862.75,HIIT,32.10953749,2.5,3.99,2.01,29.41,2.99,0,240.82,95.9,64.18,2059,Other,Breakfast,Low-Carb,29.59,2122.68,215.27,266.71,Roasted,13.64,55.44,4.81,Renegade Rows,5.02,23.94,Improves balance and leg strength,368.07,"Rear Deltoids, Upper Back",Cable Machine or Resistance Band,Advanced,Chest,Lats,Barbell squats,29.40858763,1924.5,0.5005352039,1.258034894,0.8073824978,0.8630449288,196.25,51.75289957,1037.9574,1.30E+20,Very High
21.18,Female,93.6,1.73,186.22,145.68,72.13,0.99,1197.9,HIIT,33.54384857,3.61,2,1,31.27,3.01,0.02,255.49,101.48,67.81,2450,Other,Dinner,Keto,23.63,2049.92,56.48,331.4,Baked,18.03,119.72,3.71,Burpees,4.02,23.88,Builds upper body strength,366.77,"Shoulders, Triceps",Resistance Band,Intermediate,Chest,Wrist Extensors,Leg press,31.27401517,2038.17,0.5014105791,1.084188034,0.6446664914,0.7823005048,1252.1,62.20295774,726.2046,1.27E+20,Very High
22.81,Male,114.94,1.6,182.21,163.25,60.01,1.47,1586.28,Strength,35,2.68,4.01,1.99,44.9,3,0.01,267.96,108.05,71.94,3030,Other,Lunch,Low-Carb,37.61,935.59,26.73,207.19,Boiled,49.77,35.23,3.4,Pull-ups,3.98,24.12,Builds chest strength,352.39,"Back, Biceps",Cable Machine,Intermediate,Legs,Grip Strength,Skull crushers,44.8984375,2151.5,0.4981826633,0.9400556812,0.8448445172,0.8959442402,1443.72,74.711,1036.0266,9.14E+19,High
28.97,Female,88.59,1.89,199.16,137.14,53.87,1.75,1369.2,Yoga,24.01662779,3.48,5,3.04,24.8,2.03,1.98,286.2,113.33,75.57,2482,Other,Snack,Low-Carb,11.02,1034.94,130.14,297.7,Fried,10.9,79.42,1.79,Decline Push-ups,5,20,Targets biceps and forearms,372.96,"Upper Back, Rear Deltoids",Cable Machine or Resistance Band,Beginner,Shoulders,Upper,Dumbbell flyes,24.8005375,2278.25,0.502490947,1.279264025,0.5731296029,0.6885920868,1112.8,67.31366944,1305.36,1.45E+20,Very High
52.81,Male,68.47,1.97,193.99,139.16,69.03,1.3,1718.86,HIIT,21.75641042,2.1,3,2.02,17.64,3.01,0.02,237.14,95.29,63.84,1658,Other,Dinner,Paleo,47.43,1156.28,108.45,154.17,Steamed,23.08,72.58,2.17,Step-ups,3.98,15.99,Improves hip power and cardiovascular fitness,368.38,"Shoulders, Triceps",Kettlebell,Beginner,Chest,Quads,Pull-ups,17.64281481,1904.28,0.4981200244,1.391704396,0.5612195903,0.7173565648,-60.86,53.57338579,957.788,1.31E+20,Very High
24.81,Female,77.56,1.55,184.2,119.73,51.92,0.56,676.37,HIIT,32.31851986,1.72,2,1,32.28,2.02,-0.02,227.11,90.68,59.94,1976,Other,Snack,Paleo,12.8,838.21,150.08,268.68,Roasted,48.16,109.88,2.36,Deadlifts,3.98,22.88,Activates and strengthens glutes,353.44,Calves,Bench or Step,Beginner,Back,Anterior,Seated calf raises,32.2830385,1810.62,0.5017286896,1.16915936,0.5126247354,0.65,1299.63,52.49375599,395.8528,9.37E+19,High
45.91,Female,45.13,1.77,184.95,162.26,57.94,1.48,1419.62,Cardio,19.71967421,3.58,3.01,1.99,14.41,2.99,0.02,238.8,95.97,63.83,1246,Other,Breakfast,Vegetarian,21.63,2461.45,239.05,484.45,Baked,27.81,27.93,4.02,Deadlift,4.02,23.92,Builds shoulder width,341.8,"Glutes, Hamstrings",Bench or Chair,Advanced,Legs,Grip Strength,Incline dumbbell flyes,14.4051837,1913.55,0.4991769225,2.126523377,0.8213526494,0.8773181941,-173.62,36.23051103,1011.728,7.13E+19,Medium
18,Male,125.73,1.67,171.83,153.06,60.19,1.46,1925.59,HIIT,35,2.19,2.98,1.99,45.08,3.02,0,296.05,118.27,78.86,3328,Other,Snack,Low-Carb,10.89,1149.64,-1.38,498.76,Boiled,42.52,21.55,1.61,Bear Crawls,5.02,24.14,Builds lower body power,364.18,"Glutes, Hamstrings",Bench or Sturdy Surface,Advanced,Legs,Wrist Flexors,Wrist extension,45.08229051,2367.02,0.5002915058,0.9406665076,0.8318702974,0.8907641273,1402.41,81.7245,1063.4056,1.20E+20,Very High
54.3,Female,48.59,1.6,171.07,155,55.06,1.19,1286.27,Strength,20.24722286,2.28,4,2.01,18.98,4,-0.02,243.72,96.94,64.44,1322,Other,Snack,Balanced,23.6,981.42,278.31,335.25,Roasted,27.87,89.56,4.31,Plyo Squats,5,23.86,Builds upper body strength,337.07,"Chest, Triceps, Shoulders",None or Dumbbells,Beginner,Forearms,Grip Strength,Dumbbell curls,18.98046875,1942.6,0.501842891,1.995060712,0.8614774588,0.906061846,35.73,38.75187441,802.2266,6.36E+19,Low
43.74,Male,124.29,1.85,174.89,126.06,69.34,1.35,974.43,Yoga,35,3.51,3.98,2.03,36.32,4.01,-0.02,253.24,100.83,67.4,3495,Other,Snack,Keto,24.39,2025,249.56,230.84,Roasted,7.38,52.33,3.01,Frog Jumps,4,16.05,Targets obliques and improves core rotation,350.44,"Core, Obliques",None or Dumbbell,Beginner,Abs,Grip Strength,Close-grip bench press,36.3155588,2022.88,0.5007514039,0.811247888,0.5373756514,0.7207959289,2520.57,80.7885,946.188,8.74E+19,High
38.28,Male,59.13,1.72,196.25,147.97,68.02,1.08,1035.07,Cardio,24.26819235,1.68,3,1.98,19.99,2,0.03,244.94,97.76,65.16,1411,Other,Snack,Balanced,8.04,432.71,205.73,345.05,Raw,14.39,44.43,4.08,Dragon Flags,5.01,25.03,Targets lower chest,330.94,"Lower Chest, Triceps",Resistance Band or Cable Machine,Advanced,Abs,Quads,Hyperextensions,19.98715522,1957.24,0.5005824528,1.653306274,0.6234890431,0.7539872611,375.93,44.78021787,714.8304,5.47E+19,Low
34.04,Female,50.5,1.62,161.87,158.02,53.06,1.42,1022.4,Yoga,23.65876081,2.39,3.01,2,19.24,3.01,-0.01,218.98,87.16,57.53,1319,Other,Snack,Vegetarian,47.51,612.14,10.95,422.86,Steamed,16.04,21.96,1.62,Bicep Curls,3.99,20.08,Strengthens lower abs and hip flexors,340.11,Full Core,None or Dumbbell,Advanced,Arms,Upper,Standing calf raises,19.24249352,1742.33,0.5027291041,1.725940594,0.9646172227,0.9762154816,296.6,38.55232579,965.9124,6.84E+19,Medium
58.74,Female,96.9,1.71,182.73,149.52,61.7,0.56,369.94,Yoga,35,2.92,2.99,1.01,33.14,2.01,0.99,275.18,109.61,73.25,2598,Other,Breakfast,Balanced,45.57,1704.99,56.43,464.64,Raw,6.81,45.23,2.6,Russian Twists,4.99,16.04,Improves lower back strength,367.26,"Chest, Triceps",Step or Box,Beginner,Chest,Quads,Leg extensions,33.13840156,2198.41,0.5006891344,1.131166151,0.7256052218,0.8182564439,2228.06,62.985,411.3312,1.28E+20,Very High
40.86,Female,82.84,1.79,185.1,139.2,61.07,1.69,1754.9,Cardio,29.36370268,3.5,4.01,2.98,25.85,3.02,0.01,231.86,93.73,62.44,2378,Other,Snack,Keto,9.23,2095.36,64.74,190.18,Boiled,44.77,30.67,2.28,Shoulder Press,5,14.95,Targets lower chest,347.68,"Back, Core, Shoulders",Bench or Step,Intermediate,Forearms,Lower Chest,Decline dumbbell press,25.85437408,1864.32,0.4974682458,1.131458233,0.6299282432,0.7520259319,623.1,58.5151087,1175.1584,8.19E+19,Medium
50.09,Male,81.25,1.77,174.72,129.08,58.92,1.84,1918.02,Cardio,25.12978928,3.48,4.01,3.03,25.93,3.02,0,213.31,84.83,56.61,2269,Other,Dinner,Paleo,47.2,1746.4,251.99,172.46,Baked,59.89,47.58,4.59,Deadlifts,4,20,Isolates triceps,354.59,"Lower Abs, Hip Flexors",Resistance Band or Cable Machine,Intermediate,Abs,Lower,Standing calf raises,25.93443774,1702.05,0.5013013719,1.044061538,0.6058721934,0.7387820513,350.98,60.83204621,1304.8912,9.62E+19,High
58.92,Female,42.55,1.65,172.2,131.87,59.04,1.22,1205.6,Strength,21.01384597,2.2,1.96,1,15.63,2.98,0.02,210.82,84.07,56.57,1123,Other,Dinner,Paleo,48.02,1194.47,140.96,253.14,Steamed,51.94,65.76,3.23,Seated Rows,5,17.05,Targets lower chest,338.69,"Shoulders, Triceps",Dumbbells,Beginner,Legs,Middle,Romanian deadlifts,15.62901745,1688.69,0.4993693336,1.975793184,0.6436019795,0.7657955865,-82.6,33.60860854,826.4036,6.61E+19,Medium
18.75,Male,86.24,1.85,194.99,156.3,61.92,1.67,2388.1,HIIT,26.46883662,3.52,4.01,3,25.2,3,0.03,315.8,125.82,83.99,2282,Other,Lunch,Paleo,17.3,263.61,152.59,122.09,Grilled,11.61,90.95,1.08,Resistance Band Pull-Aparts,5,17.04,Improves coordination and cardiovascular health,364.15,"Legs, Shoulders, Core",Dumbbells or Barbell,Advanced,Abs,Wrist Extensors,Hanging leg raises,25.19795471,2522.39,0.500794881,1.458951763,0.7092507703,0.8015795682,-106.1,63.4132753,1216.261,1.20E+20,Very High
34.87,Female,102.7,1.94,182.8,158.04,63.85,0.84,736.51,Cardio,27.04324491,2.4,1.99,1,27.29,3,0.01,242.7,96.59,64.52,2721,Other,Lunch,Vegan,11.64,126.02,279.27,156.24,Raw,56.68,19.6,3.95,Lunges,4,23.97,Full body workout,349.44,"Legs, Core",Dumbbells,Intermediate,Arms,Quads,Decline cable crossovers,27.28770326,1937.84,0.5009701523,0.9405063291,0.7918453132,0.8645514223,1984.49,74.92658748,587.0592,8.54E+19,High
40.84,Male,76.24,1.79,172.19,132,55.87,1.41,1521.53,Strength,24.17153139,1.98,4.01,1.99,23.79,2.98,0.03,290.31,116.7,77.6,2103,Other,Breakfast,Paleo,22.49,810.57,88.06,391.8,Boiled,5.69,36.5,4.8,Deadlifts,4.01,21.89,Builds unilateral leg strength,332.21,"Quadriceps, Calves, Glutes",Step or Box,Advanced,Legs,Wrist Flexors,Skull crushers,23.79451328,2326.44,0.4991489142,1.53069255,0.6544876204,0.7665950404,581.47,57.81162447,936.8322,5.65E+19,Low
18,Male,125.12,1.67,172.01,152.76,59.86,1.47,1059.28,Yoga,35,2.19,3.01,2.01,44.86,2.99,0.01,295.89,118.42,78.75,3173,Other,Breakfast,Vegetarian,10.95,1165.6,-3.77,497.57,Raw,42.36,21.58,1.56,Superman,4.99,24.02,Targets abdominal muscles,365.2,Full Body,Barbell,Advanced,Arms,Anterior,Hanging leg raises,44.86356628,2365.99,0.5002388007,0.9464514066,0.8283548819,0.8880879019,2113.72,81.328,1073.688,1.22E+20,Very High
19.98,Female,51.47,1.58,187.81,169.29,63.78,0.49,485.1,Strength,24.46832934,1.59,2,1,20.62,3.01,0,289.38,116.4,77.17,1416,Other,Snack,Vegan,29.33,497.46,47.95,179.1,Boiled,8.73,71.86,1.8,Glute Bridges,4,25.03,Builds chest strength,347.61,"Shoulders, Upper Back",Parallel Bars or Chair,Beginner,Arms,Grip Strength,Hanging leg raises,20.61768947,2317.65,0.4994369296,2.26151156,0.8506812868,0.9013897024,930.9,38.87615089,340.6578,8.18E+19,Medium
46.78,Female,80.33,1.77,170.64,148.43,67.75,0.71,859.1,HIIT,29.33226483,3.49,3,1,25.64,4,-0.01,254.58,101.68,67.58,2203,Other,Lunch,Keto,20.52,899.43,4.46,133.43,Boiled,52.47,35.79,4.43,Tricep Extensions,5,14.94,Builds calf muscles,347.81,"Quadriceps, Hamstrings, Glutes",Bench or Sturdy Surface,Advanced,Legs,Lats,Hyperextensions,25.64078011,2033.26,0.5008311775,1.265778663,0.7841384002,0.8698429442,1343.9,56.76739167,493.8902,8.22E+19,Medium
19.02,Female,94.91,1.85,189.84,142.76,50.08,1.2,1297.08,Strength,27.67632032,2.31,4.02,2.01,27.73,2.01,1,296.05,119.15,79.39,2595,Other,Snack,Low-Carb,25.3,806.68,298.57,299.18,Roasted,60.41,15.17,2.58,Wall Angels,5,17.9,Improves lower back strength,360.36,"Biceps, Forearms",Resistance Band or Cable Machine,Advanced,Legs,Wrist Flexors,Chest flyes,27.73119065,2375.31,0.498545453,1.255399852,0.663136806,0.7520016856,1297.92,68.64240438,864.864,1.10E+20,High
29.04,Female,120.55,1.78,196.78,167.84,65.05,0.78,513.86,Yoga,34.78824358,3.4,1.95,1,38.05,2.02,0.03,213.59,86.14,57.34,3113,Other,Lunch,Keto,21.44,1049.67,33.49,235.82,Boiled,59.12,16.5,2.99,Calf Raises,3.01,15.16,Builds explosive power,144.75,Full Core,Wall,Advanced,Shoulders,Upper,Standing calf raises,38.047595,1714.98,0.4981749058,0.7145582746,0.7803082062,0.8529322086,2599.14,78.61277236,225.81,6.46E+16,Low
35.88,Female,109.91,1.77,191.13,155.78,74.01,1.19,1177.03,Strength,34.53426232,3.42,2,1,35.08,3,0,304.66,122.98,81.88,3080,Other,Dinner,Vegan,46.6,1987.71,248.7,168.34,Boiled,19.99,63.53,2.8,Lateral Raises,3.98,22.93,Targets obliques and improves core rotation,368.84,"Triceps, Chest",Wall,Advanced,Forearms,Lower Chest,Triceps dips,35.08251141,2447.48,0.497916224,1.118915476,0.6981728142,0.81504735,1902.97,71.95339228,877.8392,1.33E+20,Very High
50.16,Male,70.02,1.96,165.9,138.85,68.03,0.98,1185.8,HIIT,20.27507762,2.03,2.98,1,18.23,1.99,0.02,240.99,96.96,64.84,1911,Other,Lunch,Vegan,25.71,1593.38,42.6,109.03,Grilled,23.41,70.84,2.22,Push Ups,4.98,19.94,Targets lower abs,336.64,Full Body,Box or Platform,Advanced,Abs,Wrist Flexors,Incline dumbbell flyes,18.22678051,1935.36,0.498077877,1.384747215,0.723612956,0.8369499699,725.2,55.82339065,659.8144,6.29E+19,Low
27.94,Male,80.5,1.59,181.07,130.38,54.09,1.48,1065.6,Yoga,32.79918357,1.49,3,2,31.84,1.99,0.01,209.33,83.97,55.89,2065,Other,Lunch,Vegan,17.65,142.88,179.73,287.94,Baked,9.53,96.35,1.53,Bulgarian Split Squats,4.98,16.03,Builds upper body strength,357.86,"Shoulders, Upper Back",Resistance Band,Advanced,Legs,Lower Chest,Barbell squats,31.84209485,1676.21,0.4995316816,1.04310559,0.6008032761,0.7200530182,999.4,54.09665723,1059.2656,1.04E+20,High
55.93,Female,107.23,1.73,184.87,125.99,50.02,1.09,782.84,Yoga,34.20774378,2.82,2.99,1.97,35.83,3,-0.02,301.05,119.75,79.99,3008,Other,Lunch,Balanced,23.88,1437.29,294.19,421.41,Grilled,13.1,57.03,4.2,Leg Raises,4.01,15.04,Strengthens core and improves mobility,354.69,"Chest, Triceps",Pull-up Bar,Beginner,Arms,Posterior,Incline dumbbell press,35.82812657,2403.11,0.5011006571,1.11675837,0.5633667037,0.6815059231,2225.16,70.54903635,773.2242,9.64E+19,High
48.43,Male,105.51,1.64,197.85,154.95,58.98,1.2,863.28,Yoga,35,3.1,3,1.99,39.23,3,0.03,254.55,100.61,67.68,2772,Other,Dinner,Keto,49.55,2294.06,17.22,355.82,Baked,10.3,89.54,1.06,Glute Bridges,4.01,23.95,Improves posture and back strength,365.62,"Triceps, Chest",Bench or Step,Advanced,Abs,Grip Strength,Incline cable crossovers,39.22888162,2029.76,0.5016356614,0.9535589044,0.6910779866,0.7831690675,1908.72,68.5815,877.488,1.24E+20,Very High
51.01,Male,61.63,1.71,168.21,168.76,59.69,1.15,760.38,Yoga,23.24568896,2.51,2.01,1.02,21.08,3.01,-0.01,203.6,81.46,54.16,1749,Other,Snack,Low-Carb,26.47,1734.99,6.94,148.04,Roasted,38.91,15.93,1.21,Lateral Raises,3.98,19.02,Targets lower chest,331.94,"Core, Shoulders, Legs",Cable Machine,Beginner,Shoulders,Anterior,Seated calf raises,21.07657057,1627.68,0.500344048,1.321758884,1.00506819,1.003269722,988.62,47.30368189,763.462,5.61E+19,Low
51.08,Male,69.82,1.55,177.9,139.19,53.84,1.4,1235.36,Cardio,32.61381906,1.6,2.98,1.03,29.06,2.98,-0.05,179.54,72.59,48.6,1837,Other,Lunch,Keto,10.32,1612.61,136.08,130.13,Fried,45.05,30.45,3.41,Superman,4,20.14,Improves shoulder mobility and posture,336.95,Full Body,Barbell,Beginner,Shoulders,Grip Strength,Chest flyes,29.06139438,1445.92,0.4966803143,1.039673446,0.6879735612,0.782405846,601.64,47.04903153,943.46,6.34E+19,Low
39.96,Female,57.15,1.71,167.69,142.8,60.83,1.87,2187.9,Strength,22.91856913,2.69,4.98,3,19.54,1.96,0,192.32,76.76,51.35,1794,Other,Breakfast,Vegetarian,43.24,46.57,289.07,351.37,Grilled,55.44,41.34,2.9,Reverse Lunges,4.99,20.99,Enhances full-body coordination and stability,343.37,"Shoulders, Triceps",Dumbbells,Advanced,Arms,Grip Strength,Triceps dips,19.54447522,1538.47,0.5000292498,1.343132108,0.7670784204,0.8515713519,-393.9,44.05203774,1284.2038,7.40E+19,Medium
18.14,Male,55.56,1.68,175.98,157.92,71.11,1.27,1676.4,HIIT,24.92873742,2.21,3.98,2,19.69,3.99,-0.01,258.72,102.3,68.12,1513,Other,Lunch,Balanced,18.91,1399.43,127.18,427.08,Steamed,30.99,110.3,4.31,Scissors Kicks,4.01,19.02,Strengthens lower abs,339.6,"Legs, Core",Barbell,Intermediate,Arms,Lateral,Decline cable crossovers,19.68537415,2057.16,0.5030624745,1.8412527,0.8277867836,0.8973747017,-163.4,41.70959349,862.584,6.76E+19,Medium
22.2,Male,107.28,1.74,194.99,138.13,63.1,1.34,1327.81,Strength,35,2.22,1.98,1.01,35.43,2.99,0,291.44,116.58,77.5,2585,Other,Snack,Vegan,20.32,961.1,176.45,209.2,Roasted,39.92,59.98,2.71,Zottman Curls,4.98,19.06,Improves lower back strength,370.83,"Legs, Core",Parallel Bars or Chair,Intermediate,Back,Lower,Incline dumbbell flyes,35.43400713,2329.58,0.5004163841,1.086689038,0.5688831602,0.7083953023,1257.19,69.732,993.8244,1.39E+20,Very High
41.84,Male,77.24,1.97,165.07,157.18,64.95,1.14,1232.23,Strength,22.91887993,2.61,3.02,2.01,19.9,4.02,-0.04,194.74,78.01,52.83,2143,Other,Breakfast,Paleo,25.21,1810.44,153.47,223.81,Boiled,56.65,91.78,2.8,Windshield Wipers,4,17.13,Strengthens lower body,348.46,"Shoulders, Upper Back",Barbell,Intermediate,Arms,Posterior,Dumbbell front raises,19.90259991,1566.47,0.497270934,1.009968928,0.9211945665,0.9522020961,910.77,59.53745714,794.4888,8.34E+19,Medium
29.68,Male,122.84,2,179.12,160.01,60.02,1.22,1317.6,Strength,27.93186769,3.29,4.02,2,30.71,3.01,-0.01,241.93,96.18,64,3228,Other,Snack,Low-Carb,40.02,2356.94,154.41,284.31,Steamed,42.24,26.89,4.54,Flutter Kicks,4.98,20.91,Improves posture and back strength,348.79,"Chest, Triceps",None or Dumbbell,Advanced,Chest,Anterior,Leg raises,30.71,1928.44,0.5018149385,0.7829697167,0.8395465995,0.8933117463,1910.4,88.52849373,851.0476,8.41E+19,High
50.31,Female,95.39,1.61,172.81,132.88,49.99,1.15,826.62,Yoga,35,3.6,4.01,1.98,36.8,3,-0.03,221.73,87.42,59.76,2619,Other,Breakfast,Balanced,5.33,1268.47,119.3,317.38,Steamed,53.93,23,4.1,Bear Crawls,5,23.88,Builds unilateral leg strength,341.45,Quadriceps,Bench or Sturdy Surface,Intermediate,Arms,Quads,Hammer curl,36.80027777,1774.44,0.4998309326,0.916448265,0.674890083,0.7689369828,1792.38,62.0035,785.335,7.07E+19,Medium
25.06,Female,103.96,1.88,173.88,156.51,66.9,1.34,1764.38,HIIT,30.78632078,2.3,2.96,1.97,29.41,4.02,0.01,200.46,79.8,52.54,2524,Other,Dinner,Balanced,43.53,2066.35,256.05,463.71,Steamed,49.96,36.84,4,Step-ups,4.01,15.04,Strengthens lower body,357.1,"Full Body, Core, Shoulders",Low Bar or TRX,Intermediate,Abs,Lower Chest,Hammer curl,29.41376188,1593.9,0.5030679465,0.7676029242,0.8376332025,0.9001035197,759.62,71.95454092,957.028,1.02E+20,High
38.22,Female,90.7,1.77,177.53,140.03,74.03,0.8,706.56,Cardio,30.43855099,3.41,2,1.04,28.95,3.02,1.01,225.59,89.32,60.33,2370,Other,Snack,Paleo,39.85,1818.12,219.91,338.55,Raw,53.91,61.05,4.41,Bicep Curls,3.98,14.97,Improves balance and leg strength,356.03,"Shoulders, Upper Back",Kettlebell,Beginner,Arms,Lateral,Decline cable crossovers,28.95081235,1802.61,0.5005852625,0.9847850055,0.6376811594,0.7887680955,1663.44,63.09223426,569.648,9.94E+19,High
23.22,Male,120.94,1.85,196.2,167.24,52.71,0.7,461.58,Yoga,35,3.6,2.02,1,35.34,2,0.97,277.59,111.3,74.3,3223,Other,Dinner,Balanced,17.54,2429.38,163.65,126.28,Fried,48.93,19.93,3.6,Lateral Raises,4,18.82,Builds lower body power,377.02,"Shoulders, Upper Back",Bench or Sturdy Surface,Advanced,Shoulders,Upper,Towel pull-up,35.33674215,2224.26,0.4992042297,0.9202910534,0.7981740888,0.8523955148,2761.42,78.611,527.828,1.59E+20,Very High
25.95,Female,86.79,1.87,173.31,132.2,57.98,1.72,2461.49,HIIT,24.57775701,3.5,4,3.01,24.82,2.01,2.98,314.5,126.21,84.31,2574,Other,Lunch,Paleo,47.36,1758.35,76.22,424.75,Baked,18.11,13.09,3.38,Bicep Curls,4,18,Targets lower abs,350.64,Triceps,Parallel Bars or Chair,Intermediate,Chest,Lower,Dumbbell rows,24.81912551,2521.63,0.4988836586,1.454199793,0.6435446111,0.7627949916,112.51,65.45896469,1206.2016,8.78E+19,High
30.85,Female,63.27,1.64,183.95,125.25,50.9,1.53,1589.98,Cardio,26.73346371,2.68,4.02,2.99,23.52,4,-0.02,264.71,105.98,70.35,1828,Other,Lunch,Keto,15.83,2416.12,235.1,472.06,Fried,25.13,25.47,1.59,Thrusters,4,24.92,Full body workout,365.78,"Biceps, Forearms",Wall,Beginner,Back,Upper,Standing calf raises,23.52394408,2115.91,0.5004182598,1.675043465,0.5588124765,0.6808915466,238.02,46.35573751,1119.2868,1.24E+20,Very High
56.78,Female,52.25,1.57,168.98,150.98,67.12,1.05,1008,Cardio,22.67123388,2.6,3.01,2,21.2,2,-0.01,226.74,90.07,59.86,1366,Other,Dinner,Low-Carb,38.37,1636.9,126.24,435.55,Fried,42.63,7.51,1.9,Pistol Squats,4.98,22.08,Activates and strengthens glutes,350.73,"Shoulders, Upper Back",Cable Machine or Resistance Band,Advanced,Abs,Lats,Donkey kicks,21.19761451,1805.98,0.5021982525,1.723827751,0.8232868643,0.8934785182,358,40.4042803,736.533,8.80E+19,High
26.28,Male,51.67,2,172.71,132.97,53.82,0.75,742.5,Strength,14.52733302,2.3,2.01,1,12.92,3,-0.01,213.91,85.71,57.03,1408,Other,Snack,Vegetarian,25.79,1191.37,268.9,162.74,Roasted,53.7,29.73,3.5,Lateral Raises,3.98,24.9,Strengthens lower abs and hip flexors,356.76,"Full Body, Core, Shoulders",Parallel Bars or Chair,Advanced,Arms,Anterior,Fat grip dumbbell curl,12.9175,1711.75,0.4998627136,1.658796207,0.6657414417,0.7699033061,665.5,44.16372703,535.14,1.01E+20,High
35.12,Female,64.42,1.59,198.99,145.03,65.96,1.63,1695.2,Cardio,29.36998858,2.7,4.98,3,25.48,3.02,0.02,280.09,112.03,74.22,1621,Other,Lunch,Keto,12.17,1510.16,158.78,396.55,Baked,30.61,27.18,3.87,Mountain Climbers,4.99,16.07,Improves flexibility,333.9,"Lower Chest, Triceps",Resistance Band or Cable Machine,Intermediate,Shoulders,Lats,Decline cable crossovers,25.48158696,2236.46,0.500952398,1.739056194,0.5943772081,0.7288305945,-74.2,45.49985336,1088.514,5.89E+19,Low
38.13,Male,68.99,1.92,169.72,150.16,72.98,1.31,1730.64,HIIT,20.76838926,3.02,4.01,2.01,18.71,2,0,281.29,111.74,74.55,1770,Other,Dinner,Paleo,4.72,1524.38,67.45,493.74,Baked,10.15,18.02,2.52,Leg Press,5.01,19.03,Strengthens lower body,370.56,"Lower Chest, Triceps",Box or Platform,Intermediate,Forearms,Triceps,Close-grip bench press,18.71473524,2243.07,0.5016160887,1.619655022,0.797808559,0.8847513552,39.36,54.66188825,970.8672,1.38E+20,Very High
40.86,Female,66.67,1.77,161.15,148.82,50.09,1.22,1172.18,Cardio,21.94068799,2.62,3,2.01,21.28,4.01,1,278.34,110.4,74.51,1924,Other,Breakfast,Low-Carb,26.76,1869.32,247.83,385,Fried,33.25,17.92,1.3,Push Ups,4,17.85,Targets lower chest,364.89,Shoulders,Wall,Advanced,Chest,Triceps,Bent-over rows,21.28060264,2225.55,0.5002628564,1.655917204,0.8889789303,0.9234874341,751.82,52.04214332,890.3316,1.22E+20,Very High
